company names,cars names,engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H [s],Cars Prices [USD],fuel types,Seats,Torque [Nm]
peugeot,308 allure,inline-4,"1,199",130,205,"8,10","25,000",petrol,5,230
peugeot,2008 allure,inline-4,"1,199",130,200,"9,10","27,000",petrol,5,230
peugeot,3008 allure,inline-4,"1,499",180,210,"10,10","30,000",petrol,5,250
peugeot,5008 allure,inline-4,"1,499",180,200,"11,10","33,000",petrol,7,250
peugeot,508 allure,inline-4,"1,499",180,225,"12,10","35,000",petrol,5,250
peugeot,3008 gt,inline-4,"1,598",200,220,"13,10","35,000",petrol,5,280
peugeot,508 gt,inline-4,"1,598",225,235,"14,10","40,000",petrol,5,300
peugeot,3008 gt hybrid,hybrid i4,"1,598  (petrol) + Electric Motor",300,235,"15,10","45,000",hybrid,5,400
peugeot,5008 gt hybrid,hybrid i4,"1,598  (petrol) + Electric Motor",300,210,"16,10","48,000",hybrid,7,400
peugeot,208 allure premium,inline-4,"1,199",130,200,"17,10","28,000",petrol,5,230
peugeot,partner tepee,inline-4,"1,56",100,170,"18,10","25,000",diesel,5,260
peugeot,expert l2h1,inline-4,"1,997",120,160,"19,10","30,000",diesel,3,320
peugeot,boxer l2h2,inline-4,"2,2",130,140,"20,10","35,000",diesel,3,350
peugeot,partner electric,electric motor,-,136,130,"21,10","40,000",electric,5,260
peugeot,expert electric,electric motor,-,136,130,"22,10","45,000",electric,5,260
peugeot,208 pse (peugeot sport engineered),hybrid i4,"1,598  (petrol) + Electric Motor",225,250,"23,10","45,000",hybrid,5,360
peugeot,308 pse,hybrid i4,"1,598  (petrol) + Electric Motor",360,250,"24,10","55,000",hybrid,5,520
peugeot,508 pse,hybrid i4,"1,598  (petrol) + Electric Motor",360,250,"25,10","60,000",hybrid,5,520
peugeot,3008 pse,hybrid i4,"1,598  (petrol) + Electric Motor",300,235,"26,10","50,000",hybrid,5,400
peugeot,2008 active,inline-4,"1,199",100,190,"27,10","22,000",petrol,5,205
peugeot,3008 active,inline-4,"1,499",130,200,"28,10","30,000",petrol,5,240
peugeot,5008 active,inline-4,"1,499",130,190,"29,10","33,000",petrol,7,240
peugeot,3008 allure premium,inline-4,"1,499",130,200,"30,10","32,000",petrol,5,240
peugeot,5008 allure premium,inline-4,"1,499",130,190,"31,10","35,000",petrol,7,240
peugeot,3008 gt line,inline-4,"1,598",180,210,"1,20","35,000",petrol,5,250
peugeot,5008 gt line,inline-4,"1,598",180,200,"2,20","38,000",petrol,7,250
peugeot,2008 gt,inline-4,"1,199",130,200,"3,20","25,000",petrol,5,230
peugeot,5008 gt,inline-4,"1,598",180,210,"4,20","40,000",petrol,7,250
peugeot,508 sw (station wagon),inline-4,"1,598",180,220,"5,20","35,000",petrol,5,300
peugeot,508 saloon,inline-4,"1,598",180,210,"6,20","37,000",petrol,5,300
peugeot,308 saloon,inline-4,"1,199",130,200,"7,20","28,000",petrol,5,230
peugeot,301 sedan,inline-4,"1,199",82,180,"8,20","20,000",petrol,5,115
peugeot,208 sedan,inline-4,"1,199",100,190,"9,20","22,000",petrol,5,205
ford,ka+,1.2l petrol,"1,2",85,165,"14,20","15,000",petrol,5,140
ford,mustang mach-e,electric motor,Battery (68-98 kWh),480,180,"27,20","61,000",electric,5,430
ford,f-150 lightning,electric motor,Battery (98 kWh),452,180,"28,20","90,000",electric,5,1051
ford,escape hybrid,2.5l inline-4 + electric,"2,5",200,180,"29,20","38,000",hybrid,5,210
ford,explorer hybrid,3.3l v6 + electric,"3,3",318,180,"1,30","55,000",hybrid,7,500
ford,mustang,5.0l v8,5,450,250,"2,30","55,000",petrol,4,530
ford,gt,3.5l twin-turbo v6,"3,5",660,348,"3,30","500,000",petrol,2,746
ford,focus st,2.3l turbo inline-4,"2,3",280,250,"4,30","30,000",petrol,5,420
ford,fiesta st,1.5l turbo inline-3,"1,5",200,230,"5,30","23,000",petrol,5,290
ford,bronco raptor,3.0l twin-turbo v6,3,400,220,"6,30","70,000",petrol,4,583
ford,ranger raptor,2.7l twin-turbo v6,"2,7",392,200,"7,30","45,000",petrol,5,583
ford,f-150 raptor,3.5l twin-turbo v6,"3,5",450,200,"8,30","70,000",petrol,5,691
ford,puma,turbocharged inline-3,1,123,191,"9,30","28,000",petrol,5,200
ford,territory,turbocharged inline-4,"1,5",140,180,"10,30","32,000",petrol,5,225
ford,everest,turbocharged inline-4,2,210,190,"11,30","52,000",diesel,7,500
ford,flex,naturally aspirated v6,"3,5",287,200,"12,30","31,000",petrol,7,345
ford,mustang shelby gt500,supercharged v8,"5,2",760,290,"17,30","79,420",petrol,2,847
ford,mustang shelby gt350,naturally aspirated v8,"5,2",526,280,"18,30","59,140",petrol,2,582
ford,f-150 platinum,turbocharged v6,"3,5",400,180,"19,30","64,695",petrol,5,678
ford,f-150 limited,turbocharged v6,"3,5",450,190,"20,30","84,910",petrol,5,678
ford,explorer platinum,turbocharged v6,3,400,230,"21,30","56,505",petrol,7,563
ford,e-series cutaway,v8 gasoline engine,"7,3",350,140,"24,30","36,000",petrol,2,569
ford,transit chassis cab,ecoblue turbo diesel,2,170,160,"25,30","37,000",diesel,2,405
ford,explorer plug-in hybrid,v6 hybrid + electric motor,"3,000  (petrol) + Electric Motor",457,225,"27,30","53,000",hybrid,7,825
ford,maverick hybrid,i4 hybrid,"2,500  (petrol) + Electric Motor",191,180,"28,30","25,000",hybrid,5,210
ford,mustang (2024),v8 gasoline engine,5,450,250,"29,30","60,000",petrol,4,570
ford,ranger (2024),i4 turbo diesel,2,210,180,"30,30","40,000",diesel,5,500
ford,escape plug-in hybrid (2024),i4 hybrid,"2,500  (petrol) + Electric Motor",221,190,"31,30","38,000",hybrid,5,210
ford,bronco (2024),v6 ecoboost,"2,7",310,200,"1,40","45,000",petrol,5,542
ford,explorer (2024),v6 turbocharged,3,400,230,"2,40","55,000",petrol,7,563
mitsubishi,mirage,1.2l mivec,"1,2",78,170,"3,40","18,000",petrol,5,100
mitsubishi,mirage g4,1.2l mivec,"1,2",78,170,"4,40","19,000",petrol,5,100
mitsubishi,outlander,2.5l 4-cylinder,"2,5",181,190,"5,40","19,000",petrol,7,245
mitsubishi,outlander phev,2.4l hybrid,"2,400  / 20 kWh battery",248,170,"6,40","43,000",hybrid,5,300
mitsubishi,eclipse cross,1.5l turbo,"1,5",152,180,"7,40","28,000",petrol,5,250
mitsubishi,asx (outlander sport),2.0l mivec,2,148,190,"8,40","28,000",petrol,5,197
mitsubishi,pajero,3.2l diesel turbo,"3,2",189,180,"9,40","45,000",diesel,7,441
mitsubishi,pajero sport,2.4l diesel turbo,"2,4",181,180,"10,40","40,000",diesel,7,430
mitsubishi,triton (l200),2.4l diesel turbo,"2,4",181,177,"11,40","35,000",diesel,5,430
mitsubishi,lancer evolution x,2.0l turbocharged,2,291,240,"12,40","35,000",petrol,5,407
mitsubishi,i-miev (electric),electric motor,16 kWh battery,66,130,"13,40","26,000",electric,4,196
mitsubishi,xpander,1.5l mivec,"1,5",105,170,"14,40","25,000",petrol,7,141
mitsubishi,delica d:5,2.2l diesel turbo,"2,2",145,175,"15,40","40,000",diesel,7,360
mitsubishi,grandis,2.4l mivec,"2,4",165,190,"17,40","30,000",petrol,7,217
mitsubishi,outlander black edition,2.5l 4-cylinder,"2,5",181,190,"18,40","35,000",petrol,7,245
mitsubishi,outlander sel,2.5l 4-cylinder,"2,5",181,190,"19,40","34,000",petrol,7,245
mitsubishi,outlander se,2.5l 4-cylinder,"2,5",181,190,"20,40","32,000",petrol,7,245
mitsubishi,eclipse cross black edition,1.5l turbo,"1,5",152,180,"21,40","30,000",petrol,5,250
mitsubishi,asx exceed,2.0l mivec,2,148,190,"22,40","28,000",petrol,5,197
mitsubishi,triton athlete,2.4l diesel turbo,"2,4",181,177,"23,40","35,000",diesel,5,430
mitsubishi,pajero final edition,3.2l diesel turbo,"3,2",189,180,"24,40","50,000",diesel,7,441
mitsubishi,l200 barbarian x,2.4l diesel turbo,"2,4",181,177,"25,40","35,000",diesel,5,430
mitsubishi,space star,1.2l mivec,"1,2",78,170,"26,40","17,000",petrol,5,100
mitsubishi,montero sport,2.4l diesel turbo,"2,4",181,180,"28,40","40,000",diesel,7,430
mitsubishi,attrage,1.2l mivec,"1,2",78,170,"29,40","17,000",petrol,5,100
mitsubishi,rvr se,2.0l mivec,2,148,190,"30,40","25,000",petrol,5,197
mitsubishi,canter (truck),3.0l diesel,3,150,120,"2,50","45,000",diesel,2,370
mitsubishi,lancer glx,1.6l mivec,"1,6",115,190,"3,50","20,000",petrol,5,154
mitsubishi,pajero gls,3.2l diesel turbo,"3,2",189,180,"4,50","50,000",diesel,7,441
mitsubishi,xpander cross,1.5l mivec,"1,5",105,170,"5,50","25,000",petrol,7,141
mitsubishi,eclipse cross phev,2.4l phev,"2,4",188,180,"6,50","40,000",plug-in hybrid,5,199
mitsubishi,outlander es,2.5l 4-cylinder,"2,5",181,190,"7,50","30,000",petrol,7,245
mitsubishi,montero glx,2.4l diesel turbo,"2,4",181,180,"8,50","40,000",diesel,7,430
mitsubishi,triton glx-r,2.4l diesel turbo,"2,4",181,177,"9,50","35,000",diesel,5,430
mitsubishi,asx dynamic,2.0l mivec,2,148,190,"10,50","28,000",petrol,5,197
mitsubishi,mirage es,1.2l mivec,"1,2",78,170,"11,50","17,000",petrol,5,100
mitsubishi,outlander le,2.5l 4-cylinder,"2,5",181,190,"12,50","35,000",petrol,7,245
mitsubishi,fuso fighter (truck),7.5l diesel,"7,5",240,120,"13,50","90,000",diesel,2,686
mitsubishi,fuso canter eco hybrid,3.0l diesel hybrid,3,150,120,"14,50","60,000",diesel hybrid,2,370
mitsubishi,space runner,1.8l mivec,"1,8",140,185,"15,50","23,000",petrol,5,170
mitsubishi,toppo bj,0.7l 3-cylinder,660,52,130,"16,50","12,000",petrol,4,60
mitsubishi,chariot,2.0l mivec,2,140,185,"17,50","23,000",petrol,7,170
mitsubishi,lancer se limited,2.0l mivec,2,148,200,"18,50","25,000",petrol,5,197
mitsubishi,pajero swb (short wheel base),3.2l diesel turbo,"3,2",189,180,"19,50","50,000",diesel,5,441
mitsubishi,delica space gear,2.4l petrol,"2,4",145,170,"20,50","35,000",petrol,7,206
mitsubishi,i (kei car),0.7l 3-cylinder,660,64,130,"21,50","15,000",petrol,4,94
mitsubishi,dion,2.0l 4-cylinder,2,135,180,"22,50","18,000",petrol,7,181
mitsubishi,airtrek,2.4l 4-cylinder,"2,4",160,190,"23,50","25,000",petrol,5,214
mitsubishi,ek space,0.7l 3-cylinder,660,52,130,"24,50","12,000",petrol,4,60
mitsubishi,ek x,0.7l 3-cylinder,660,64,140,"25,50","15,000",petrol,4,94
mitsubishi,colt czc convertible,1.5l turbocharged,"1,5",147,200,"26,50","30,000",petrol,4,210
mitsubishi,galant fortis,2.0l mivec,2,154,200,"27,50","22,000",petrol,5,200
mitsubishi,endeavor,3.8l v6,"3,8",225,190,"28,50","35,000",petrol,5,343
mitsubishi,grand lancer,1.8l mivec,"1,8",138,190,"29,50","25,000",petrol,5,173
mitsubishi,sigma,3.0l v6,3,210,220,"30,50","40,000",petrol,5,270
mitsubishi,town box,0.7l 3-cylinder,660,48,120,"31,50","12,000",petrol,4,60
mitsubishi,minicab miev,electric motor,16 kWh battery,64,100,"1,60","20,000",electric,2,196
mazda,mazda3,2.0l skyactiv-g,2,155,200,"2,60","26,000",petrol,5,213
mazda,mazda3 hatchback,2.5l skyactiv-g,"2,5",186,210,"3,60","28,000",petrol,5,252
mazda,mazda6,2.5l turbocharged,"2,5",250,240,"4,60","35,000",petrol,5,420
mazda,cx-3,2.0l skyactiv-g,2,146,180,"5,60","25,000",petrol,5,197
mazda,cx-30,2.5l skyactiv-g,"2,5",186,204,"6,60","28,000",petrol,5,252
mazda,cx-5,2.5l skyactiv-g,"2,5",187,200,"7,60","32,000",petrol,5,252
mazda,cx-50,2.5l turbocharged,"2,5",256,220,"8,60","36,000",petrol,5,434
mazda,cx-8,2.2l diesel,"2,2",187,200,"9,60","42,000",diesel,7,450
mazda,cx-9,2.5l turbocharged,"2,5",250,210,"10,60","45,000",petrol,7,420
mazda,cx-90,3.3l inline-6 turbo,"3,3",340,240,"11,60","60,000",petrol,7,500
mazda,mx-5 miata,2.0l skyactiv-g,2,181,225,"12,60","33,000",petrol,2,205
mazda,mx-5 miata rf,2.0l skyactiv-g,2,181,225,"13,60","40,000",petrol,2,205
mazda,mx-30 electric,electric motor,35.5 kWh battery,143,140,"14,60","40,000",electric,5,271
mazda,cx-4,2.0l skyactiv-g,2,158,190,"15,60","28,000",petrol,5,202
mazda,cx-7,2.3l turbocharged,"2,3",244,210,"16,60","33,000",petrol,5,350
mazda,tribute,3.0l v6,3,200,190,"17,60","30,000",petrol,5,270
mazda,b-series pickup,2.5l diesel,"2,5",143,170,"18,60","25,000",diesel,5,330
mazda,bt-50,3.2l turbo diesel,"3,2",200,180,"19,60","35,000",diesel,5,470
mazda,rx-7,1.3l rotary twin-turbo,"1,3",276,250,"20,60","50,000",petrol,4,314
mazda,rx-3,1.2l rotary,"1,2",110,180,"21,60","20,000",petrol,4,145
mazda,323f,1.6l inline-4,"1,6",105,180,"23,60","18,000",petrol,5,145
mazda,familia sedan,1.5l inline-4,"1,5",100,175,"24,60","16,000",petrol,5,135
mazda,premacy,2.0l inline-4,2,138,190,"25,60","24,000",petrol,7,180
mazda,demio,1.5l skyactiv-g,"1,5",108,180,"26,60","18,000",petrol,5,142
mazda,millenia,2.3l miller cycle v6,"2,3",210,215,"27,60","30,000",petrol,5,280
mazda,eunos cosmo,2.0l twin-rotor turbo,2,280,240,"28,60","50,000",petrol,4,300
mazda,atenza,2.5l skyactiv-g,"2,5",192,210,"29,60","28,000",petrol,5,252
mazda,roadpacer ap,1.3l rotary,"1,3",130,170,"30,60","25,000",petrol,5,165
mazda,626,2.0l inline-4,2,140,190,"1,70","22,000",petrol,5,180
mazda,929,3.0l v6,3,205,220,"2,70","30,000",petrol,5,270
mazda,luce,1.8l rotary,"1,8",135,180,"3,70","20,000",petrol,5,170
mazda,capella,1.6l inline-4,"1,6",110,175,"4,70","18,000",petrol,5,145
mazda,carol,660cc inline-3,660,63,140,"5,70","12,000",petrol,4,90
mazda,autozam az-1,657cc turbocharged inline-3,657,63,140,"6,70","18,000",petrol,2,85
mazda,spiano,660cc inline-3,660,54,130,"7,70","10,000",petrol,4,80
mazda,verisa,1.5l inline-4,"1,5",113,170,"8,70","18,000",petrol,5,140
mazda,mx-6,2.5l v6,"2,5",164,210,"9,70","24,000",petrol,4,215
mazda,mpv,3.0l v6,3,200,185,"10,70","30,000",petrol,7,265
mazda,proceed marvie,2.6l inline-4,"2,6",120,160,"11,70","25,000",petrol,5,200
mazda,sentia,3.0l v6,3,200,200,"12,70","28,000",petrol,5,265
mazda,cronos,2.5l v6,"2,5",160,190,"13,70","22,000",petrol,5,210
mazda,scrum,660cc inline-3,660,63,130,"14,70","11,000",petrol,4,85
mazda,parkway,1.8l inline-4,"1,8",115,160,"15,70","25,000",petrol,5,155
mazda,titan (truck),3.0l inline-4,3,130,120,"16,70","30,000",diesel,2,300
mazda,cx-60,2.5l inline-4,"2,5",187,200,"17,70","45,000",petrol/diesel,5,250
mazda,cx-80,3.0l inline-6,3,250,210,"18,70","50,000",petrol,7,400
mazda,t1500,1.5l inline-4,"1,5",75,120,"19,70","18,000",petrol,2,105
mazda,bongo van,2.0l inline-4,2,100,160,"20,70","22,000",petrol/diesel,3,140
mazda,bongo friendee,2.5l inline-4,"2,5",115,160,"21,70","24,000",petrol/diesel,7,160
mazda,revue,1.3l inline-4,"1,3",75,130,"22,70","12,000",petrol,5,110
mazda,protegé,1.8l inline-4,"1,8",125,185,"23,70","18,000",petrol,5,170
mazda,xedos 6,2.5l v6,"2,5",170,215,"24,70","30,000",petrol,5,230
mazda,xedos 9,3.0l v6,3,200,220,"25,70","35,000",petrol,5,260
mazda,121,1.3l inline-4,"1,3",70,155,"26,70","15,000",petrol,5,110
mazda,1200,1.2l inline-4,"1,2",60,130,"27,70","12,000",petrol,4,90
mazda,1500,1.5l inline-4,"1,5",85,145,"28,70","15,000",petrol,5,120
mazda,rx-2,1.3l inline-2 (wankel),"1,308",130,185,"29,70","25,000",petrol,4,220
mazda,rx-5,1.6l inline-2 (wankel),"1,588",135,190,"30,70","30,000",petrol,4,210
mazda,rx-7 spirit r,1.3l inline-2 (wankel),"1,308",280,250,"31,70","40,000",petrol,2,290
mazda,cosmo sport (110s),1.0l inline-2 (wankel),1,110,170,"1,80","35,000",petrol,2,150
mazda,eunos 500,2.0l inline-4,"1,998",135,200,"2,80","28,000",petrol,5,170
mazda,eunos roadster,1.6l inline-4,"1,59",116,180,"3,80","18,000",petrol,2,140
mazda,familia astina,1.8l inline-4,"1,8",135,200,"4,80","22,000",petrol,5,170
mazda,savanna rx-7,1.3l inline-2 (wankel),"1,308",165,230,"5,80","32,000",petrol,2,230
mazda,capella cargo,2.0l inline-4,2,115,180,"6,80","22,000",petrol,4,160
mazda,818,1.6l inline-4,"1,6",100,170,"7,80","18,000",petrol,5,130
mazda,sentia hardtop coupe,2.5l v6,"2,5",160,210,"8,80","35,000",petrol,4,220
mazda,biante,2.0l inline-4,2,150,185,"9,80","26,000",petrol,7,200
mazda,premacy hydrogen re hybrid,1.3l wankel + electric,"1,308",200,180,"10,80","45,000",hybrid,5,260
mazda,carol p360,0.36l inline-2,360,26,85,"11,80","10,000",petrol,4,45
mazda,t2000,2.0l inline-4,2,110,170,"12,80","20,000",petrol,2,160
mazda,az-offroad,1.3l inline-4,"1,298",85,145,"13,80","18,000",petrol,5,130
mazda,scrum wagon,0.66l inline-3,657,64,120,"14,80","12,000",petrol,4,95
mazda,persona,1.5l inline-4,"1,497",92,160,"15,80","16,000",petrol,5,130
mazda,astina,1.8l inline-4,"1,8",140,190,"16,80","12,000",petrol,5,160
mazda,etude,1.6l inline-4,"1,598",105,170,"17,80","12,000",petrol,5,135
mazda,porter,1.5l inline-4,"1,497",95,130,"18,80","15,000",petrol,2,130
mazda,mx-3,1.6l inline-4,"1,598",130,190,"19,80","15,000",petrol,4,140
mazda,mx-5 superlight concept,1.8l inline-4,"1,798",143,200,"20,80","15,000",petrol,2,160
mazda,premacy hydrogen re,1.3l wankel + electric,"1,308",200,180,"21,80","45,000",hybrid,5,260
mazda,bongo truck,2.0l inline-4,"1,998",120,130,"22,80","18,000",petrol,2,150
mazda,rotary pickup,1.3l wankel rotary engine,"1,308",130,150,"23,80","22,000",petrol,2,160
mazda,luce rotary coupe,1.3l wankel rotary engine,"1,308",135,175,"24,80","30,000",petrol,4,180
mazda,millenia s,2.5l v6,"2,5",200,220,"25,80","35,000",petrol,5,250
mazda,787b (race car),2.6l wankel rotary engine,"2,62",700,320,"26,80","7,000,000",petrol,1,500
toyota,crown signia,2.5l hybrid i4,2487,240,180,"27,80","48,000",hybrid (gas + electric),5,239
toyota,4Runner (6th Gen),2.4l turbo i4 (i-force max hybrid),2393  + Battery,326,180,"28,80","50,000",hybrid,7,630
